Type_of_Event,Year_of_Birth,Residence_or_Place_of_Birth,ZIP_Code_of_Residence,Birthweight_Grams,Total_Births,Last_Data_Refresh
Birth,2022,Place of Residence,92509,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92509,1500 - 1999 grams,13,11/10/2023
Birth,2022,Place of Residence,92509,2000 - 2499 grams,56,11/10/2023
Birth,2022,Place of Residence,92509,2500 - 2999 grams,210,11/10/2023
Birth,2022,Place of Residence,92509,3000 - 3499 grams,389,11/10/2023
Birth,2022,Place of Residence,92509,3500 - 3999 grams,253,11/10/2023
Birth,2022,Place of Residence,92509,4000 - 5999 grams,80,11/10/2023
Birth,2022,Place of Residence,92509,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,92513,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,92513,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,92513,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,92513,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,92513,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,92513,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,92513,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,92513,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,92513,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92514,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,92514,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,92514,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,92514,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,92514,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,92514,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,92514,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,92514,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,92514,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92515,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,92515,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,92515,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,92515,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,92515,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,92515,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,92515,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,92515,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,92515,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92516,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,92516,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,92516,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,92516,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,92516,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,92516,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,92516,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,92516,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,92516,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92517,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,92517,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,92517,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,92517,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,92517,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,92517,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,92517,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,92517,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,92517,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92518,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,92518,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,92518,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,92518,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,92518,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92518,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92518,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,92518,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92518,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92519,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,92519,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,92519,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,92519,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,92519,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,92519,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,92519,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,92519,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,92519,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92521,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,92521,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,92521,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,92521,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,92521,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,92521,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,92521,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,92521,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,92521,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92522,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,92522,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,92522,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,92522,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,92522,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,92522,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,92522,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,92522,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,92522,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92530,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92530,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92530,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92530,2000 - 2499 grams,30,11/10/2023
Birth,2022,Place of Residence,92530,2500 - 2999 grams,140,11/10/2023
Birth,2022,Place of Residence,92530,3000 - 3499 grams,337,11/10/2023
Birth,2022,Place of Residence,92530,3500 - 3999 grams,218,11/10/2023
Birth,2022,Place of Residence,92530,4000 - 5999 grams,75,11/10/2023
Birth,2022,Place of Residence,92530,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92531,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,92531,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,92531,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,92531,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,92531,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,92531,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92531,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,92531,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,92531,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92532,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92532,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92532,1500 - 1999 grams,11,11/10/2023
Birth,2022,Place of Residence,92532,2000 - 2499 grams,19,11/10/2023
Birth,2022,Place of Residence,92532,2500 - 2999 grams,59,11/10/2023
Birth,2022,Place of Residence,92532,3000 - 3499 grams,123,11/10/2023
Birth,2022,Place of Residence,92532,3500 - 3999 grams,92,11/10/2023
Birth,2022,Place of Residence,92532,4000 - 5999 grams,33,11/10/2023
Birth,2022,Place of Residence,92532,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,92536,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92536,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92536,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92536,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92536,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92536,3000 - 3499 grams,13,11/10/2023
Birth,2022,Place of Residence,92536,3500 - 3999 grams,14,11/10/2023
Birth,2022,Place of Residence,92536,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,92536,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92539,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,92539,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92539,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,92539,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92539,2500 - 2999 grams,13,11/10/2023
Birth,2022,Place of Residence,92539,3000 - 3499 grams,23,11/10/2023
Birth,2022,Place of Residence,92539,3500 - 3999 grams,14,11/10/2023
Birth,2022,Place of Residence,92539,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92539,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92543,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92543,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92543,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92543,2000 - 2499 grams,19,11/10/2023
Birth,2022,Place of Residence,92543,2500 - 2999 grams,93,11/10/2023
Birth,2022,Place of Residence,92543,3000 - 3499 grams,216,11/10/2023
Birth,2022,Place of Residence,92543,3500 - 3999 grams,136,11/10/2023
Birth,2022,Place of Residence,92543,4000 - 5999 grams,38,11/10/2023
Birth,2022,Place of Residence,92543,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,92544,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92544,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92544,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92544,2000 - 2499 grams,27,11/10/2023
Birth,2022,Place of Residence,92544,2500 - 2999 grams,104,11/10/2023
Birth,2022,Place of Residence,92544,3000 - 3499 grams,232,11/10/2023
Birth,2022,Place of Residence,92544,3500 - 3999 grams,156,11/10/2023
Birth,2022,Place of Residence,92544,4000 - 5999 grams,39,11/10/2023
Birth,2022,Place of Residence,92544,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,92545,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92545,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92545,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92545,2000 - 2499 grams,20,11/10/2023
Birth,2022,Place of Residence,92545,2500 - 2999 grams,63,11/10/2023
Birth,2022,Place of Residence,92545,3000 - 3499 grams,146,11/10/2023
Birth,2022,Place of Residence,92545,3500 - 3999 grams,135,11/10/2023
Birth,2022,Place of Residence,92545,4000 - 5999 grams,31,11/10/2023
Birth,2022,Place of Residence,92545,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,92546,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,92546,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,92546,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,92546,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,92546,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,92546,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,92546,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,92546,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,92546,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92548,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,92548,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,92548,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92548,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92548,2500 - 2999 grams,21,11/10/2023
Birth,2022,Place of Residence,92548,3000 - 3499 grams,31,11/10/2023
Birth,2022,Place of Residence,92548,3500 - 3999 grams,22,11/10/2023
Birth,2022,Place of Residence,92548,4000 - 5999 grams,11,11/10/2023
Birth,2022,Place of Residence,92548,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92549,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,92549,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,92549,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,92549,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,92549,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92549,3000 - 3499 grams,12,11/10/2023
Birth,2022,Place of Residence,92549,3500 - 3999 grams,11,11/10/2023
Birth,2022,Place of Residence,92549,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92549,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92551,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92551,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92551,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92551,2000 - 2499 grams,28,11/10/2023
Birth,2022,Place of Residence,92551,2500 - 2999 grams,106,11/10/2023
Birth,2022,Place of Residence,92551,3000 - 3499 grams,166,11/10/2023
Birth,2022,Place of Residence,92551,3500 - 3999 grams,84,11/10/2023
Birth,2022,Place of Residence,92551,4000 - 5999 grams,50,11/10/2023
Birth,2022,Place of Residence,92551,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,92552,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,92552,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,92552,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,92552,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,92552,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,92552,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92552,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92552,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92552,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92553,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92553,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92553,1500 - 1999 grams,20,11/10/2023
Birth,2022,Place of Residence,92553,2000 - 2499 grams,55,11/10/2023
Birth,2022,Place of Residence,92553,2500 - 2999 grams,244,11/10/2023
Birth,2022,Place of Residence,92553,3000 - 3499 grams,402,11/10/2023
Birth,2022,Place of Residence,92553,3500 - 3999 grams,241,11/10/2023
Birth,2022,Place of Residence,92553,4000 - 5999 grams,82,11/10/2023
Birth,2022,Place of Residence,92553,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,92554,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,92554,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,92554,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,92554,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,92554,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,92554,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,92554,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92554,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,92554,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92555,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92555,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92555,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92555,2000 - 2499 grams,30,11/10/2023
Birth,2022,Place of Residence,92555,2500 - 2999 grams,109,11/10/2023
Birth,2022,Place of Residence,92555,3000 - 3499 grams,179,11/10/2023
Birth,2022,Place of Residence,92555,3500 - 3999 grams,115,11/10/2023
Birth,2022,Place of Residence,92555,4000 - 5999 grams,43,11/10/2023
Birth,2022,Place of Residence,92555,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,92556,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,92556,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,92556,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,92556,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,92556,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,92556,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,92556,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,92556,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,92556,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92557,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92557,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92557,1500 - 1999 grams,18,11/10/2023
Birth,2022,Place of Residence,92557,2000 - 2499 grams,30,11/10/2023
Birth,2022,Place of Residence,92557,2500 - 2999 grams,156,11/10/2023
Birth,2022,Place of Residence,92557,3000 - 3499 grams,275,11/10/2023
Birth,2022,Place of Residence,92557,3500 - 3999 grams,173,11/10/2023
Birth,2022,Place of Residence,92557,4000 - 5999 grams,38,11/10/2023
Birth,2022,Place of Residence,92557,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,92561,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,92561,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,92561,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,92561,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,92561,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92561,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92561,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92561,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,92561,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,92562,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92562,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92562,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92562,2000 - 2499 grams,26,11/10/2023
Birth,2022,Place of Residence,92562,2500 - 2999 grams,115,11/10/2023
Birth,2022,Place of Residence,92562,3000 - 3499 grams,242,11/10/2023
Birth,2022,Place of Residence,92562,3500 - 3999 grams,170,11/10/2023
Birth,2022,Place of Residence,92562,4000 - 5999 grams,61,11/10/2023
Birth,2022,Place of Residence,92562,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,92563,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92563,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,92563,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,92563,2000 - 2499 grams,37,11/10/2023
Birth,2022,Place of Residence,92563,2500 - 2999 grams,143,11/10/2023
Birth,2022,Place of Residence,92563,3000 - 3499 grams,321,11/10/2023
Birth,2022,Place of Residence,92563,3500 - 3999 grams,205,11/10/2023
Birth,2022,Place of Residence,92563,4000 - 5999 grams,64,11/10/2023
Birth,2022,Place of Residence,92563,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,92564,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,92564,1000 - 1499 grams,0,11/10/2023
